error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
e1l-lbdivp-m-021,021,Error,e1l,IL,LBGPNKIS,Missingness,LBGPNKIS conditionally blank,"If LBGPINK1 = 0 or 9, then LBGPNKIS must be blank","If Q4. LBGPINK1 (PINK1) = 0 or 9 (No or Unknown), then Q4a. LBGPNKIS (PINK1 information source) must be blank","IF (LBGPINK1 in (0,9)) and LBGPNKIS is not blank",,"LBGPINK1, LBGPNKIS",,,
e1l-lbdivp-c-022,022,Error,e1l,IL,LBGPNKIS,Conformity,LBGPNKIS conforms,LBGPNKIS must be a an integer between 1-3 or 9,If Q4a. LBGPNKIS (PINK1 information source) must be an integer between 1-3 or 9,IF LBGPNKIS < 1 or (LBGPNKIS > 3 and LBGPNKIS ne 9),,,,,
e1l-lbdivp-m-023,023,Error,e1l,IL,LBGSNCA,Missingness,LBGSNCA must be present,LBGSNCA cannot be blank,Q5. LBGSNCA (SNCA) cannot be blank,IF LBGSNCA = blank,,,,,
e1l-lbdivp-c-024,024,Error,e1l,IL,LBGSNCA,Conformity,LBGSNCA conforms,LBGSNCA must be a an integer between 0-1 or 9,Q5. LBGSNCA (SNCA) must be an integer between 0-1 or 9,IF LBGSNCA < 0 or (LBGSNCA > 1 and LBGSNCA ne 9),,,,,
e1l-lbdivp-m-025,025,Error,e1l,IL,LBGSNCIS,Missingness,LBGSNCIS conditionally present,"If LBGSNCA = 1, then LBGSNCIS cannot be blank","If Q5. LBGSNCA (SNCA) = 1, then Q5a. LBGSNCIS (SNCA information source) cannot be blank",IF LBGSNCA = 1 and LBGSNCIS = blank,,"LBGSNCA, LBGSNCIS",,,
e1l-lbdivp-m-026,026,Error,e1l,IL,LBGSNCIS,Missingness,LBGSNCIS conditionally blank,"If LBGSNCA = 0 or 9, then LBGSNCIS must be blank","If Q5. LBGSNCA (SNCA) = 0 or 9 (No or Unknown), then Q5a. LBGSNCIS (SNCA information source) must be blank","IF (LBGSNCAin (0,9)) and LBGSNCIS is not blank",,"LBGSNCA, LBGSNCIS",,,
e1l-lbdivp-c-027,027,Error,e1l,IL,LBGSNCIS,Conformity,LBGSNCIS conforms,LBGSNCIS must be a an integer between 1-3 or 9,If Q5a. LBGSNCIS (SNCA information source) must be an integer between 1-3 or 9,IF LBGSNCIS < 1 or (LBGSNCIS > 3 and LBGSNCIS ne 9),,,,,
e1l-lbdivp-m-028,028,Error,e1l,IL,LBGGBA,Missingness,LBGGBA must be present,LBGGBA cannot be blank,Q6. LBGGBA (GBA) cannot be blank,IF LBGGBA = blank,,,,,
e1l-lbdivp-c-029,029,Error,e1l,IL,LBGGBA,Conformity,LBGGBA conforms,LBGGBA must be a an integer between 0-1 or 9,Q6. LBGGBA (GBA) must be an integer between 0-1 or 9,IF LBGGBA < 0 or (LBGGBA > 1 and ne 9),,,,,
e1l-lbdivp-m-030,030,Error,e1l,IL,LBGGBAIS,Missingness,LBGGBAIS conditionally present,"If LBGGBA = 1, then LBGGBAIS cannot be blank","If Q6. LBGGBA (GBA) = 1, then Q6a. LBGGBAIS (GBA information source) cannot be blank",IF LBGGBA = 1 and LBGGBAIS = blank,,"LBGGBA, LBGGBAIS",,,
e1l-lbdivp-m-031,031,Error,e1l,IL,LBGGBAIS,Missingness,LBGGBAIS conditionally blank,"If LBGGBA = 0 or 9, then LBGGBAIS must be blank","If Q6. LBGGBA (GBA) = 0 or 9 (No or Unknown), then Q6a. LBGGBAIS (GBA information source) must be blank","IF (LBGGBA in (0,9)) and LBGGBAIS is not blank",,"LBGGBA, LBGGBAIS",,,
e1l-lbdivp-c-032,032,Error,e1l,IL,LBGGBAIS,Conformity,LBGGBAIS conforms,LBGGBAIS must be a an integer between 1-3 or 9,If Q6a. LBGGBAIS (GBA information source) must be an integer between 1-3 or 9,IF LBGGBAIS < 1 or (LBGGBAIS > 3 and LBGGBAIS ne 9),,,,,
e1l-lbdivp-m-033,033,Error,e1l,IL,LBGOTHR,Missingness,LBGOTHR must be present,LBGOTHR cannot be blank,Q7. LBGOTHR (Other mutation) cannot be blank,IF LBGOTHR = blank,,,,,
e1l-lbdivp-c-034,034,Error,e1l,IL,LBGOTHR,Conformity,LBGOTHR conforms,LBGOTHR must be a an integer between 0-1 or 9,Q7. LBGOTHR (Other mutation) must be an integer between 0-1 or 9,IF LBGOTHR < 0 or (LBGOTHR > 1 and LBGOTHR ne 9),,,,,
e1l-lbdivp-m-035,035,Error,e1l,IL,LBGOTHIS,Missingness,LBGOTHIS conditionally present,"If LBGOTHR = 1, then LBGOTHIS cannot be blank","If Q7. LBGOTHR (Other mutation) = 1, then Q7a. LBGOTHIS (If Yes (Other), information source) cannot be blank",IF LBGOTHR = 1 and LBGOTHIS = blank,,"LBGOTHR, LBGOTHIS",,,
e1l-lbdivp-m-036,036,Error,e1l,IL,LBGOTHIS,Missingness,LBGOTHIS conditionally blank,"If LBGOTHR = 0 or 9, then LBGOTHIS must be blank","If Q7. LBGOTHR (Other mutation) = 0 or 9 (No or Unknown), then Q7a. LBGOTHIS (If Yes (Other), information source) must be blank","IF (LBGOTHR in (0,9)) and LBGOTHIS is not blank",,"LBGOTHR, LBGOTHIS",,,
e1l-lbdivp-c-037,037,Error,e1l,IL,LBGOTHIS,Conformity,LBGOTHIS conforms,LBGOTHIS must be a an integer between 1-3 or 9,"If Q7a. LBGOTHIS (If Yes (Other), information source) must be an integer between 1-3 or 9",IF LBGOTHIS < 1 or (LBGOTHIS > 3 and LBGOTHIS ne 9),,,,,
e1l-lbdivp-m-038,038,Error,e1l,IL,LBGOTHX,Missingness,LBGOTHX conditionally present,"If LBGOTHR = 1, then LBGOTHX cannot be blank","If Q7. LBGOTHR (Other mutation) = 1, then Q7a1. LBGOTHX (Specify other) cannot be blank",IF LBGOTHR = 1 and LBGOTHX = blank,,"LBGOTHR, LBGOTHX",,,
e1l-lbdivp-m-039,039,Error,e1l,IL,LBGOTHX,Missingness,LBGOTHX conditionally blank,"If LBGOTHR = 0 or 9, then LBGOTHX must be blank","If Q7. LBGOTHR (Other mutation) = 0 or 9 (No or Unknown), then Q7a1. LBGOTHX (Specify other) must be blank","IF (LBGOTHR in (0,9)) and LBGOTHX is not blank",,"LBGOTHR, LBGOTHX",,,
