error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
b4l-lbdivp-m-012,012,Error,b4l,IL,LBDAFFR,Missingness,LBDAFFR conditionally blank,"If LBDELUS not = 1, then LBDAFFR must be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) not = 1 (No or Not applicable), then Q1c. LBDAFFR (Participant believes in affair) must be blank",IF LBDELUS not = 1 and LBDAFFR is not blank,,"LBDELUS, LBDAFFR",,,
b4l-lbdivp-c-013,013,Error,b4l,IL,LBDAFFR,Conformity,LBDAFFR conforms,LBDAFFR must be an integer between 0-1,Q1c. LBDAFFR (Participant believes in affair) must be an integer between 0-1,IF LBDAFFR < 0 or LBDAFFR > 1,,,,,
b4l-lbdivp-m-014,014,Error,b4l,IL,LBDGUEST,Missingness,LBDGUEST conditionally present,"If LBDELUS = 1, then LBDGUEST cannot be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) = 1 (Yes), then Q1d. LBDGUEST (Participant believes unwelcome guests are in house) cannot be blank",IF LBDELUS = 1 and LBDGUEST = blank,,"LBDELUS, LBDGUEST",,,
b4l-lbdivp-m-015,015,Error,b4l,IL,LBDGUEST,Missingness,LBDGUEST conditionally blank,"If LBDELUS not = 1, then LBDGUEST must be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) not = 1 (No or Not applicable), then Q1d. LBDGUEST (Participant believes unwelcome guests are in house) must be blank",IF LBDELUS not = 1 and LBDGUEST is not blank,,"LBDELUS, LBDGUEST",,,
b4l-lbdivp-c-016,016,Error,b4l,IL,LBDGUEST,Conformity,LBDGUEST conforms,LBDGUEST must be an integer between 0-1,Q1d. LBDGUEST (Participant believes unwelcome guests are in house) must be an integer between 0-1,IF LBDGUEST < 0 or LBDGUEST > 1,,,,,
b4l-lbdivp-m-017,017,Error,b4l,IL,LBDIMPOS,Missingness,LBDIMPOS conditionally present,"If LBDELUS = 1, then LBDIMPOS cannot be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) = 1 (Yes), then Q1e. LBDIMPOS (Participant believes spouse or others are not who they claim to be) cannot be blank",IF LBDELUS = 1 and LBDIMPOS = blank,,"LBDELUS, LBDIMPOS",,,
b4l-lbdivp-m-018,018,Error,b4l,IL,LBDIMPOS,Missingness,LBDIMPOS conditionally blank,"If LBDELUS not = 1, then LBDIMPOS must be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) not = 1 (No or Not applicable), then Q1e. LBDIMPOS (Participant believes spouse or others are not who they claim to be) must be blank",IF LBDELUS not = 1 and LBDIMPOS is not blank,,"LBDELUS, LBDIMPOS",,,
b4l-lbdivp-c-019,019,Error,b4l,IL,LBDIMPOS,Conformity,LBDIMPOS conforms,LBDIMPOS must be an integer between 0-1,Q1e. LBDIMPOS (Participant believes spouse or others are not who they claim to be) must be an integer between 0-1,IF LBDIMPOS < 0 or LBDIMPOS > 1,,,,,
b4l-lbdivp-m-020,020,Error,b4l,IL,LBDHOME,Missingness,LBDHOME conditionally present,"If LBDELUS = 1, then LBDHOME cannot be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) = 1 (Yes), then Q1f. LBDHOME (Participant believes house is not home) cannot be blank",IF LBDELUS = 1 and LBDHOME = blank,,"LBDELUS, LBDHOME",,,
b4l-lbdivp-m-021,021,Error,b4l,IL,LBDHOME,Missingness,LBDHOME conditionally blank,"If LBDELUS not = 1, then LBDHOME must be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) not = 1 (No or Not applicable), then Q1f. LBDHOME (Participant believes house is not home) must be blank",IF LBDELUS not = 1 and LBDHOME is not blank,,"LBDELUS, LBDHOME",,,
b4l-lbdivp-c-022,022,Error,b4l,IL,LBDHOME,Conformity,LBDHOME conforms,LBDHOME must be an integer between 0-1,Q1f. LBDHOME (Participant believes house is not home) must be an integer between 0-1,IF LBDHOME < 0 or LBDHOME > 1,,,,,
b4l-lbdivp-m-023,023,Error,b4l,IL,LBDABAND,Missingness,LBDABAND conditionally present,"If LBDELUS = 1, then LBDABAND cannot be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) = 1 (Yes), then Q1g. LBDABAND (Participant believes family members plan to abandon) cannot be blank",IF LBDELUS = 1 and LBDABAND = blank,,"LBDELUS, LBDABAND",,,
b4l-lbdivp-m-024,024,Error,b4l,IL,LBDABAND,Missingness,LBDABAND conditionally blank,"If LBDELUS not = 1, then LBDABAND must be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) not = 1 (No or Not applicable), then Q1g. LBDABAND (Participant believes family members plan to abandon) must be blank",IF LBDELUS not = 1 and LBDABAND is not blank,,"LBDELUS, LBDABAND",,,
b4l-lbdivp-c-025,025,Error,b4l,IL,LBDABAND,Conformity,LBDABAND conforms,LBDABAND must be an integer between 0-1,Q1g. LBDABAND (Participant believes family members plan to abandon) must be an integer between 0-1,IF LBDABAND < 0 or LBDABAND > 1,,,,,
b4l-lbdivp-m-026,026,Error,b4l,IL,LBDPRES,Missingness,LBDPRES conditionally present,"If LBDELUS = 1, then LBDPRES cannot be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) = 1 (Yes), then Q1h. LBDPRES (Participant believes television or magazine figures are actually present) cannot be blank",IF LBDELUS = 1 and LBDPRES = blank,,"LBDELUS, LBDPRES",,,
b4l-lbdivp-m-027,027,Error,b4l,IL,LBDPRES,Missingness,LBDPRES conditionally blank,"If LBDELUS not = 1, then LBDPRES must be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) not = 1 (No or Not applicable), then Q1h. LBDPRES (Participant believes television or magazine figures are actually present) must be blank",IF LBDELUS not = 1 and LBDPRES is not blank,,"LBDELUS, LBDPRES",,,
b4l-lbdivp-c-028,028,Error,b4l,IL,LBDPRES,Conformity,LBDPRES conforms,LBDPRES must be an integer between 0-1,Q1h. LBDPRES (Participant believes television or magazine figures are actually present) must be an integer between 0-1,IF LBDPRES < 0 or LBDPRES > 1,,,,,
b4l-lbdivp-m-029,029,Error,b4l,IL,LBDOTHER,Missingness,LBDOTHER conditionally present,"If LBDELUS = 1, then LBDOTHER cannot be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) = 1 (Yes), then Q1i. LBDOTHER (Participant believes other unusual things) cannot be blank",IF LBDELUS = 1 and LBDOTHER = blank,,"LBDELUS, LBDOTHER",,,
b4l-lbdivp-m-030,030,Error,b4l,IL,LBDOTHER,Missingness,LBDOTHER conditionally blank,"If LBDELUS not = 1, then LBDOTHER must be blank","Q1. LBDELUS (Participant has beliefs that you know are not true) not = 1 (No or Not applicable), then Q1i. LBDOTHER (Participant believes other unusual things) must be blank",IF LBDELUS not = 1 and LBDOTHER is not blank,,"LBDELUS, LBDOTHER",,,
b4l-lbdivp-c-031,031,Error,b4l,IL,LBDOTHER,Conformity,LBDOTHER conforms,LBDOTHER must be an integer between 0-1,Q1i. LBDOTHER (Participant believes other unusual things) must be an integer between 0-1,IF LBDOTHER < 0 or LBDOTHER > 1,,,,,
b4l-lbdivp-m-032,032,Error,b4l,IL,LBHALL,Missingness,LBHALL must be present,LBHALL cannot be blank,Q2. LBHALL (hallucinations) cannot be blank,IF LBHALL = blank,,,,,
b4l-lbdivp-c-033,033,Error,b4l,IL,LBHALL,Conformity,LBHALL conforms,LBHALL must be an integer between 0-1 or 8,Q2. LBHALL (hallucinations) must be an integer between 0-1 or 8,IF LBHALL < 0 or (LBHALL  > 1 and not = 8),,,,,
b4l-lbdivp-m-034,034,Error,b4l,IL,LBHVOICE,Missingness,LBHVOICE conditionally present,"If LBHALL = 1, then LBHVOICE cannot be blank","If Q2. LBHALL (hallucinations) = 1 (Yes), then Q2a. LBHVOICE (hearing voices or acts as if he/she hears voices) cannot be blank",IF LBHALL = 1 and LBHVOICE = blank,,"LBHALL, LBHVOICE",,,
b4l-lbdivp-m-035,035,Error,b4l,IL,LBHVOICE,Missingness,LBHVOICE conditionally blank,"If LBHALL not = 1, then LBHVOICE must be blank","If Q2. LBHALL (hallucinations) not = 1 (No or Not applicable), then Q2a. LBHVOICE (hearing voices or acts as if he/she hears voices) must be blank",IF LBHALL not = 1 and LBHVOICE is not blank,,"LBHALL, LBHVOICE",,,
b4l-lbdivp-c-036,036,Error,b4l,IL,LBHVOICE,Conformity,LBHVOICE conforms,LBHVOICE must be an integer between 0-1,Q2a. LBHVOICE (hearing voices or acts as if he/she hears voices) must be an integer between 0-1,IF LBHVOICE < 0 or LBHVOICE > 1,,,,,
b4l-lbdivp-m-037,037,Error,b4l,IL,LBHPEOPL,Missingness,LBHPEOPL conditionally present,"If LBHALL = 1, then LBHPEOPL cannot be blank","If Q2. LBHALL (hallucinations) = 1 (Yes), then Q2b. LBHPEOPL (talk to people who are not there) cannot be blank",IF LBHALL = 1 and LBHPEOPL = blank,,"LBHALL, LBHPEOPL",,,
b4l-lbdivp-m-038,038,Error,b4l,IL,LBHPEOPL,Missingness,LBHPEOPL conditionally blank,"If LBHALL not = 1, then LBHPEOPL must be blank","If Q2. LBHALL (hallucinations) not = 1 (No or Not applicable), then Q2b. LBHPEOPL (talk to people who are not there) must be blank",IF LBHALL not = 1 and LBHPEOPL is not blank,,"LBHALL, LBHPEOPL",,,
b4l-lbdivp-c-039,039,Error,b4l,IL,LBHPEOPL,Conformity,LBHPEOPL conforms,LBHPEOPL must be an integer between 0-1,Q2b. LBHPEOPL (talk to people who are not there) must be an integer between 0-1,IF LBHPEOPL < 0 or LBHPEOPL > 1,,,,,
b4l-lbdivp-m-040,040,Error,b4l,IL,LBHNOTPR,Missingness,LBHNOTPR conditionally present,"If LBHALL = 1, then LBHNOTPR cannot be blank","If Q2. LBHALL (hallucinations) = 1 (Yes), then Q2c. LBHNOTPR (seeing things not seen by others or behave as if he/she is seeing things not seen by others?) cannot be blank",IF LBHALL = 1 and LBHNOTPR = blank,,"LBHALL, LBHNOTPR",,,
b4l-lbdivp-m-041,041,Error,b4l,IL,LBHNOTPR,Missingness,LBHNOTPR conditionally blank,"If LBHALL not = 1, then LBHNOTPR must be blank","If Q2. LBHALL (hallucinations) not = 1 (No or Not applicable), then Q2c. LBHNOTPR (seeing things not seen by others or behave as if he/she is seeing things not seen by others?) must be blank",IF LBHALL not = 1 and LBHNOTPR is not blank,,"LBHALL, LBHNOTPR",,,
b4l-lbdivp-c-042,042,Error,b4l,IL,LBHNOTPR,Conformity,LBHNOTPR conforms,LBHNOTPR must be an integer between 0-1,Q2c. LBHNOTPR (seeing things not seen by others or behave as if he/she is seeing things not seen by others?) must be an integer between 0-1,IF LBHNOTPR < 0 or LBHNOTPR > 1,,,,,
b4l-lbdivp-m-043,043,Error,b4l,IL,LBHODOR,Missingness,LBHODOR conditionally present,"If LBHALL = 1, then LBHODOR cannot be blank","If Q2. LBHALL (hallucinations) = 1 (Yes), then Q2d. LBHODOR (report smelling odors not smelled by others) cannot be blank",IF LBHALL = 1 and LBHODOR = blank,,"LBHALL, LBHODOR",,,
b4l-lbdivp-m-044,044,Error,b4l,IL,LBHODOR,Missingness,LBHODOR conditionally blank,"If LBHALL not = 1, then LBHODOR must be blank","If Q2. LBHALL (hallucinations) not = 1 (No or Not applicable), then Q2d. LBHODOR (report smelling odors not smelled by others) must be blank",IF LBHALL not = 1 and LBHODOR is not blank,,"LBHALL, LBHODOR",,,
b4l-lbdivp-c-045,045,Error,b4l,IL,LBHODOR,Conformity,LBHODOR conforms,LBHODOR must be an integer between 0-1,Q2d. LBHODOR (report smelling odors not smelled by others) must be an integer between 0-1,IF LBHODOR < 0 or LBHODOR > 1,,,,,
b4l-lbdivp-m-046,046,Error,b4l,IL,LBHFEEL,Missingness,LBHFEEL conditionally present,"If LBHALL = 1, then LBHFEEL cannot be blank","If Q2. LBHALL (hallucinations) = 1 (Yes), then Q2e. LBHFEEL (Feels things on skin or appears to be feeling things crawling on or touching him/her) cannot be blank",IF LBHALL = 1 and LBHFEEL = blank,,"LBHALL, LBHFEEL",,,
b4l-lbdivp-m-047,047,Error,b4l,IL,LBHFEEL,Missingness,LBHFEEL conditionally blank,"If LBHALL not = 1, then LBHFEEL must be blank","If Q2. LBHALL (hallucinations) not = 1 (No or Not applicable), then Q2e. LBHFEEL (Feels things on skin or appears to be feeling things crawling on or touching him/her) must be blank",IF LBHALL not = 1 and LBHFEEL is not blank,,"LBHALL, LBHFEEL",,,
b4l-lbdivp-c-048,048,Error,b4l,IL,LBHFEEL,Conformity,LBHFEEL conforms,LBHFEEL must be an integer between 0-1,Q2e. LBHFEEL (Feels things on skin or appears to be feeling things crawling on or touching him/her) must be an integer between 0-1,IF LBHFEEL < 0 or LBHFEEL > 1,,,,,
b4l-lbdivp-m-049,049,Error,b4l,IL,LBHTASTE,Missingness,LBHTASTE conditionally present,"If LBHALL = 1, then LBHTASTE cannot be blank","If Q2. LBHALL (hallucinations) = 1 (Yes), then Q2f. LBHTASTE (describes tastes that are without any known cause) cannot be blank",IF LBHALL = 1 and LBHTASTE = blank,,"LBHALL, LBHTASTE",,,
b4l-lbdivp-m-050,050,Error,b4l,IL,LBHTASTE,Missingness,LBHTASTE conditionally blank,"If LBHALL not = 1, then LBHTASTE must be blank","If Q2. LBHALL (hallucinations) not = 1 (No or Not applicable), then Q2f. LBHTASTE (describes tastes that are without any known cause) must be blank",IF LBHALL not = 1 and LBHTASTE is not blank,,"LBHALL, LBHTASTE",,,
b4l-lbdivp-c-051,051,Error,b4l,IL,LBHTASTE,Conformity,LBHTASTE conforms,LBHTASTE must be an integer between 0-1,Q2f. LBHTASTE (describes tastes that are without any known cause) must be an integer between 0-1,IF LBHTASTE < 0 or LBHTASTE > 1,,,,,
b4l-lbdivp-m-052,052,Error,b4l,IL,LBHOTSEN,Missingness,LBHOTSEN conditionally present,"If LBHALL = 1, then LBHOTSEN cannot be blank","If Q2. LBHALL (hallucinations) = 1 (Yes), then Q2g. LBHOTSEN (any other unusual sensory experiences) cannot be blank",IF LBHALL = 1 and LBHOTSEN = blank,,"LBHALL, LBHOTSEN",,,
b4l-lbdivp-m-053,053,Error,b4l,IL,LBHOTSEN,Missingness,LBHOTSEN conditionally blank,"If LBHALL not = 1, then LBHOTSEN must be blank","If Q2. LBHALL (hallucinations) not = 1 (No or Not applicable), then Q2g. LBHOTSEN (any other unusual sensory experiences) must be blank",IF LBHALL not = 1 and LBHOTSEN is not blank,,"LBHALL, LBHOTSEN",,,
b4l-lbdivp-c-054,054,Error,b4l,IL,LBHOTSEN,Conformity,LBHOTSEN conforms,LBHOTSEN must be an integer between 0-1,Q2g. LBHOTSEN (any other unusual sensory experiences) must be an integer between 0-1,IF LBHOTSEN < 0 or LBHOTSEN > 1,,,,,
b4l-lbdivp-m-055,055,Error,b4l,IL,LBANXIET,Missingness,LBANXIET must be present,LBANXIET cannot be blank,"Q3. LBANXIET (Nervous, worried, or frightened) cannot be blank",IF LBANXIET = blank,,,,,
b4l-lbdivp-c-056,056,Error,b4l,IL,LBANXIET,Conformity,LBANXIET conforms,LBANXIET must be an integer between 0-1 or 8,"Q3. LBANXIET (Nervous, worried, or frightened) must be an integer between 0-1 or 8",IF LBANXIET < 0 or (LBANXIET > 1 and not = 8),,,,,
b4l-lbdivp-m-057,057,Error,b4l,IL,LBANEVNT,Missingness,LBANEVNT conditionally present,"If LBANXIET = 1, then LBANEVNT cannot be blank","If Q3. LBANXIET (Nervous, worried, or frightened) = 1 (Yes), then Q3a. LBANEVNT (Worried about planned events) cannot be blank",IF LBANXIET = 1 and LBANEVNT = blank,,"LBANXIET, LBANEVNT",,,
b4l-lbdivp-m-058,058,Error,b4l,IL,LBANEVNT,Missingness,LBANEVNT conditionally blank,"If LBANXIET not = 1, then LBANEVNT must be blank","If Q3. LBANXIET (Nervous, worried, or frightened) not = 1 (No or Not applicable), then Q3a. LBANEVNT (Worried about planned events) must be blank",IF LBANXIET not = 1 and LBANEVNT is not blank,,"LBANXIET, LBANEVNT",,,
b4l-lbdivp-c-059,059,Error,b4l,IL,LBANEVNT,Conformity,LBANEVNT conforms,LBANEVNT must be an integer between 0-1,Q3a. LBANEVNT (Worried about planned events) must be an integer between 0-1,IF LBANEVNT < 0 or LBANEVNT > 1,,,,,
b4l-lbdivp-m-060,060,Error,b4l,IL,LBANRELX,Missingness,LBANRELX conditionally present,"If LBANXIET = 1, then LBANRELX cannot be blank","If Q3. LBANXIET (Nervous, worried, or frightened) = 1 (Yes), then Q3b. LBANRELX (have periods of feeling shaky, unable to relax, or feeling excessively tense) cannot be blank",IF LBANXIET = 1 and LBANRELX = blank,,"LBANXIET, LBANRELX",,,
b4l-lbdivp-m-061,061,Error,b4l,IL,LBANRELX,Missingness,LBANRELX conditionally blank,"If LBANXIET not = 1, then LBANRELX must be blank","If Q3. LBANXIET (Nervous, worried, or frightened) not = 1 (No or Not applicable), then Q3b. LBANRELX (have periods of feeling shaky, unable to relax, or feeling excessively tense) must be blank",IF LBANXIET not = 1 and LBANRELX is not blank,,"LBANXIET, LBANRELX",,,
b4l-lbdivp-c-062,062,Error,b4l,IL,LBANRELX,Conformity,LBANRELX conforms,LBANRELX must be an integer between 0-1,"Q3b. LBANRELX (have periods of feeling shaky, unable to relax, or feeling excessively tense) must be an integer between 0-1",IF LBANRELX < 0 or LBANRELX > 1,,,,,
b4l-lbdivp-m-063,063,Error,b4l,IL,LBANBRTH,Missingness,LBANBRTH conditionally present,"If LBANXIET = 1, then LBANBRTH cannot be blank","If Q3. LBANXIET (Nervous, worried, or frightened) = 1 (Yes), then Q3c. LBANBRTH (have periods of (or complain of) shortness of breath, gasping, or sighing for no reason other than nervousness) cannot be blank",IF LBANXIET = 1 and LBANBRTH = blank,,"LBANXIET, LBANBRTH",,,
b4l-lbdivp-m-064,064,Error,b4l,IL,LBANBRTH,Missingness,LBANBRTH conditionally blank,"If LBANXIET not = 1, then LBANBRTH must be blank","If Q3. LBANXIET (Nervous, worried, or frightened) not = 1 (No or Not applicable), then Q3c. LBANBRTH (have periods of (or complain of) shortness of breath, gasping, or sighing for no reason other than nervousness) must be blank",IF LBANXIET not = 1 and LBANBRTH is not blank,,"LBANXIET, LBANBRTH",,,
b4l-lbdivp-c-065,065,Error,b4l,IL,LBANBRTH,Conformity,LBANBRTH conforms,LBANBRTH must be an integer between 0-1,"Q3c. LBANBRTH (have periods of (or complain of) shortness of breath, gasping, or sighing for no reason other than nervousness) must be an integer between 0-1",IF LBANBRTH < 0 or LBANBRTH > 1,,,,,
b4l-lbdivp-m-066,066,Error,b4l,IL,LBANBUTT,Missingness,LBANBUTT conditionally present,"If LBANXIET = 1, then LBANBUTT cannot be blank","If Q3. LBANXIET (Nervous, worried, or frightened) = 1 (Yes), then Q3d. LBANBUTT (complain of butterflies in his/her stomach, or of racing or pounding of the heart in association with nervousness) cannot be blank",IF LBANXIET = 1 and LBANBUTT = blank,,"LBANXIET, LBANBUTT",,,
b4l-lbdivp-m-067,067,Error,b4l,IL,LBANBUTT,Missingness,LBANBUTT conditionally blank,"If LBANXIET not = 1, then LBANBUTT must be blank","If Q3. LBANXIET (Nervous, worried, or frightened) not = 1 (No or Not applicable), then Q3d. LBANBUTT (complain of butterflies in his/her stomach, or of racing or pounding of the heart in association with nervousness) must be blank",IF LBANXIET not = 1 and LBANBUTT is not blank,,"LBANXIET, LBANBUTT",,,
b4l-lbdivp-c-068,068,Error,b4l,IL,LBANBUTT,Conformity,LBANBUTT conforms,LBANBUTT must be an integer between 0-1,"Q3d. LBANBUTT (complain of butterflies in his/her stomach, or of racing or pounding of the heart in association with nervousness) must be an integer between 0-1",IF LBANBUTT < 0 or LBANBUTT > 1,,,,,
b4l-lbdivp-m-069,069,Error,b4l,IL,LBANPLAC,Missingness,LBANPLAC conditionally present,"If LBANXIET = 1, then LBANPLAC cannot be blank","If Q3. LBANXIET (Nervous, worried, or frightened) = 1 (Yes), then Q3e. LBANPLAC (Avoid certain places or situations that make him/ her more nervous) cannot be blank",IF LBANXIET = 1 and LBANPLAC = blank,,"LBANXIET, LBANPLAC",,,
b4l-lbdivp-m-070,070,Error,b4l,IL,LBANPLAC,Missingness,LBANPLAC conditionally blank,"If LBANXIET not = 1, then LBANPLAC must be blank","If Q3. LBANXIET (Nervous, worried, or frightened) not = 1 (No or Not applicable), then Q3e. LBANPLAC (Avoid certain places or situations that make him/ her more nervous) must be blank",IF LBANXIET not = 1 and LBANPLAC is not blank,,"LBANXIET, LBANPLAC",,,
b4l-lbdivp-c-071,071,Error,b4l,IL,LBANPLAC,Conformity,LBANPLAC conforms,LBANPLAC must be an integer between 0-1,Q3e. LBANPLAC (Avoid certain places or situations that make him/ her more nervous) must be an integer between 0-1,IF LBANPLAC < 0 or LBANPLAC > 1,,,,,
b4l-lbdivp-m-072,072,Error,b4l,IL,LBANSEPR,Missingness,LBANSEPR conditionally present,"If LBANXIET = 1, then LBANSEPR cannot be blank","If Q3. LBANXIET (Nervous, worried, or frightened) = 1 (Yes), then Q3f. LBANSEPR (become nervous and upset when separated) cannot be blank",IF LBANXIET = 1 and LBANSEPR = blank,,"LBANXIET, LBANSEPR",,,
b4l-lbdivp-m-073,073,Error,b4l,IL,LBANSEPR,Missingness,LBANSEPR conditionally blank,"If LBANXIET not = 1, then LBANSEPR must be blank","If Q3. LBANXIET (Nervous, worried, or frightened) not = 1 (No or Not applicable), then Q3f. LBANSEPR (become nervous and upset when separated) must be blank",IF LBANXIET not = 1 and LBANSEPR is not blank,,"LBANXIET, LBANSEPR",,,
b4l-lbdivp-c-074,074,Error,b4l,IL,LBANSEPR,Conformity,LBANSEPR conforms,LBANSEPR must be an integer between 0-1,Q3f. LBANSEPR (become nervous and upset when separated) must be an integer between 0-1,IF LBANSEPR < 0 or LBANSEPR > 1,,,,,
b4l-lbdivp-m-075,075,Error,b4l,IL,LBANOTHR,Missingness,LBANOTHR conditionally present,"If LBANXIET = 1, then LBANOTHR cannot be blank","If Q3. LBANXIET (Nervous, worried, or frightened) = 1 (Yes), then Q3g. LBANOTHR (show any other signs of anxiety) cannot be blank",IF LBANXIET = 1 and LBANOTHR = blank,,"LBANXIET, LBANOTHR",,,
b4l-lbdivp-m-076,076,Error,b4l,IL,LBANOTHR,Missingness,LBANOTHR conditionally blank,"If LBANXIET not = 1, then LBANOTHR must be blank","If Q3. LBANXIET (Nervous, worried, or frightened) not = 1 (No or Not applicable), then Q3g. LBANOTHR (show any other signs of anxiety) must be blank",IF LBANXIET not = 1 and LBANOTHR is not blank,,"LBANXIET, LBANOTHR",,,
b4l-lbdivp-c-077,077,Error,b4l,IL,LBANOTHR,Conformity,LBANOTHR conforms,LBANOTHR must be an integer between 0-1,Q3g. LBANOTHR (show any other signs of anxiety) must be an integer between 0-1,IF LBANOTHR < 0 or LBANOTHR > 1,,,,,
b4l-lbdivp-m-078,078,Error,b4l,IL,LBAPATHY,Missingness,LBAPATHY must be present,LBAPATHY cannot be blank,Q4. LBAPATHY (lost interest in the world around him/her) cannot be blank,IF LBAPATHY  = blank,,,,,
b4l-lbdivp-c-079,079,Error,b4l,IL,LBAPATHY,Conformity,LBAPATHY conforms,LBAPATHY must be an integer between 0-1 or 8,Q4. LBAPATHY (lost interest in the world around him/her) must be an integer between 0-1 or 8,IF LBAPATHY < 0 or (LBAPATHY > 1 and not = 8),,,,,
b4l-lbdivp-m-080,080,Error,b4l,IL,LBAPSPNT,Missingness,LBAPSPNT conditionally present,"If LBAPATHY = 1, then LBAPSPNT cannot be blank","If Q4. LBAPATHY (lost interest in the world around him/her) = 1 (Yes), then Q4a. LBAPSPNT (seem less spontaneous and active than usual) cannot be blank",IF LBAPATHY = 1 and LBAPSPNT = blank,,"LBAPATHY, LBAPSPNT",,,
b4l-lbdivp-m-081,081,Error,b4l,IL,LBAPSPNT,Missingness,LBAPSPNT conditionally blank,"If LBAPATHY not = 1, then LBAPSPNT must be blank","If Q4. LBAPATHY (lost interest in the world around him/her) not = 1 (No or Not applicable), then Q4a. LBAPSPNT (seem less spontaneous and active than usual) must be blank",IF LBAPATHY not = 1 and LBAPSPNT is not blank,,"LBAPATHY, LBAPSPNT",,,
