error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
F3-CV-c-016,16,Error,F3,CV,C19COCTL,Conformity,C19COCTL conforms,C19COCTL must be an integer between 1-5 or 8,"Q3. C19COCTL (On a scale of 1-5, how often have you felt that you were unable to control the important things in your life?) must be an integer between 1-5 or 8",IF C19COCTL <1 or (C19COCTL > 5 and C19COCTL ne 8),,,,,
F3-CV-m-017,17,Error,F3,CV,C19COCTL,Missingness,C19COCTL must be present,C19COCTL cannot be blank,"Q3. C19COCTL (On a scale of 1-5, how often have you felt that you were unable to control the important things in your life?) cannot be blank",IF C19COCTL = blank,,,,,
F3-CV-c-018,18,Error,F3,CV,C19CPESTCP,Conformity,C19CPESTCP conforms,C19CPESTCP must be an integer between 1-6 or 8,"Q4. C19CPESTCP (On a scale of 1-6 (with 1 being “I can shake off stress” and 6 being “Stress eats away at me”)
how would you rate your ability to handle stress?) must be an integer between 1-6 or 8",IF C19CPESTCP <1 or (C19CPESTCP > 6 and C19CPESTCP ne 8),,,,,
F3-CV-m-019,19,Error,F3,CV,C19CPESTCP,Missingness,C19CPESTCP must be present,C19CPESTCP cannot be blank,"Q4. C19CPESTCP (On a scale of 1-6 (with 1 being “I can shake off stress” and 6 being “Stress eats away at me”)
how would you rate your ability to handle stress?) cannot be blank",IF C19CPESTCP = blank,,,,,
F3-CV-c-020,20,Error,F3,CV,C19AMTSTCP,Conformity,C19AMTSTCP conforms,C19AMTSTCP must be an integer between 1-6 or 8,"Q5. C19AMTSTCP (In the past year, on a scale of 1-6 with 1 being “no stress” and 6 being “extreme stress”
how would you rate the amount of stress in your life (at home and at work)?) must be an integer between 1-6 or 8",IF C19AMTSTCP <1 or (C19AMTSTCP > 6 and C19AMTSTCP ne 8),,,,,
F3-CV-m-021,21,Error,F3,CV,C19AMTSTCP,Missingness,C19AMTSTCP must be present,C19AMTSTCP cannot be blank,"Q5. C19AMTSTCP (In the past year, on a scale of 1-6 with 1 being “no stress” and 6 being “extreme stress”
how would you rate the amount of stress in your life (at home and at work)?) cannot be blank",IF C19AMTSTCP = blank,,,,,
F3-CV-c-022,22,Error,F3,CV,C19CONN,Conformity,C19CONN conforms,C19CONN must be an integer between 1-3 or 8,"Q6. C19CONN (regarding your feelings of connectedness with friends and family during the COVID-19 pandemic, did you feel or have you felt…) must be an integer between 1-3 or 8",IF C19CONN <1 or (C19CONN > 3 and C19CONN ne 8),,,,,
F3-CV-m-023,23,Error,F3,CV,C19CONN,Missingness,C19CONN must be present,C19CONN cannot be blank,"Q6. C19CONN (regarding your feelings of connectedness with friends and family during the COVID-19 pandemic, did you feel or have you felt…) cannot be blank",IF C19CONN = blank,,,,,
F3-CV-c-024,24,Error,F3,CV,C19CARE,Conformity,C19CARE conforms,C19CARE must be an integer between 1-4 or 8,Q7. C19CARE (has the COVID-19 pandemic affected your ability to provide care for the research participant?) must be an integer between 1-4 or 8,IF C19CARE <1 or (C19CARE > 4 and C19CARE ne 8),,,,,
F3-CV-m-025,25,Error,F3,CV,C19CARE,Missingness,C19CARE must be present,C19CARE cannot be blank,Q7. C19CARE (has the COVID-19 pandemic affected your ability to provide care for the research participant?) cannot be blank,IF C19CARE = blank,,,,,
F3-CV-c-026,26,Error,F3,CV,C19KFAM,Conformity,C19KFAM conforms,"C19KFAM must be an integer 0, 1, or 8","Q8a. C19KFAM (what kind of care assistance, if any, has become harder to access: Respite by family or friends) must be an integer between 0, 1, or 8",IF C19KFAM <0 or (C19KFAM > 1 and C19KFAM ne 8),,,,,
F3-CV-m-027,27,Error,F3,CV,C19KFAM,Missingness,C19KFAM must be present,C19KFAM cannot be blank,"Q8a. C19KFAM (what kind of care assistance, if any, has become harder to access: Respite by family or friends) cannot be blank",IF C19KFAM = blank,,,,,
F3-CV-c-028,28,Error,F3,CV,C19KAGE,Conformity,C19KAGE conforms,"C19KAGE must be an integer 0, 1, or 8","Q8b. C19KAGE (what kind of care assistance, if any, has become harder to access: Paid respite by care agencies) must be an integer between 0, 1, or 8",IF C19KAGE <0 or (C19KAGE > 1 and C19KAGE ne 8),,,,,
F3-CV-m-029,29,Error,F3,CV,C19KAGE,Missingness,C19KAGE must be present,C19KAGE cannot be blank,"Q8b. C19KAGE (what kind of care assistance, if any, has become harder to access: Paid respite by care agencies) cannot be blank",IF C19KAGE = blank,,,,,
F3-CV-c-030,30,Error,F3,CV,C19KACT,Conformity,C19KACT conforms,"C19KACT must be an integer 0, 1, or 8","Q8c. C19KACT (what kind of care assistance, if any, has become harder to access: Day activity programs) must be an integer between 0, 1, or 8",IF C19KACT <0 or (C19KACT > 1 and C19KACT ne 8),,,,,
F3-CV-m-031,31,Error,F3,CV,C19KACT,Missingness,C19KACT must be present,C19KACT cannot be blank,"Q8c. C19KACT (what kind of care assistance, if any, has become harder to access: Day activity programs) cannot be blank",IF C19KACT = blank,,,,,
F3-CV-c-032,32,Error,F3,CV,C19KOVE,Conformity,C19KOVE conforms,"C19KOVE must be an integer 0, 1, or 8","Q8d. C19KOVE (what kind of care assistance, if any, has become harder to access: Overnight or extended-stay respite care) must be an integer between 0, 1, or 8",IF C19KOVE <0 or (C19KOVE > 1 and C19KOVE ne 8),,,,,
F3-CV-m-033,33,Error,F3,CV,C19KOVE,Missingness,C19KOVE must be present,C19KOVE cannot be blank,"Q8d. C19KOVE (what kind of care assistance, if any, has become harder to access: Overnight or extended-stay respite care) cannot be blank",IF C19KOVE = blank,,,,,
F3-CV-c-034,34,Error,F3,CV,C19KFAC,Conformity,C19KFAC conforms,"C19KFAC must be an integer 0, 1, or 8","Q8e. C19KFAC (what kind of care assistance, if any, has become harder to access: Ability to find skilled residential facility placement) must be an integer between 0, 1, or 8",IF C19KFAC <0 or (C19KFAC > 1 and C19KFAC ne 8),,,,,
F3-CV-m-035,35,Error,F3,CV,C19KFAC,Missingness,C19KFAC must be present,C19KFAC cannot be blank,"Q8e. C19KFAC (what kind of care assistance, if any, has become harder to access: Ability to find skilled residential facility placement) cannot be blank",IF C19KFAC = blank,,,,,
F3-CV-c-036,36,Error,F3,CV,C19KAPP,Conformity,C19KAPP conforms,"C19KAPP must be an integer 0, 1, or 8","Q8f. C19KAPP (what kind of care assistance, if any, has become harder to access: Medical care including physician appointments) must be an integer between 0, 1, or 8",IF C19KAPP <0 or (C19KAPP > 1 and C19KAPP ne 8),,,,,
F3-CV-m-037,37,Error,F3,CV,C19KAPP,Missingness,C19KAPP must be present,C19KAPP cannot be blank,"Q8f. C19KAPP (what kind of care assistance, if any, has become harder to access: Medical care including physician appointments) cannot be blank",IF C19KAPP = blank,,,,,
F3-CV-c-038,38,Error,F3,CV,C19KOTH,Conformity,C19KOTH conforms,"C19KOTH must be an integer 0, 1, or 8","Q8g. C19KOTH (what kind of care assistance, if any, has become harder to access: Other) must be an integer between 0, 1, or 8",IF C19KOTH <0 or (C19KOTH > 1 and C19KOTH ne 8),,,,,
F3-CV-m-039,39,Error,F3,CV,C19KOTH,Missingness,C19KOTH must be present,C19KOTH cannot be blank,"Q8g. C19KOTH (what kind of care assistance, if any, has become harder to access: Other) cannot be blank",IF C19KOTH = blank,,,,,
F3-CV-m-040,40,Error,F3,CV,C19KOTHX,Missingness,C19KOTHX conditionally present,"If C19KOTH = 1, then C19KOTHX cannot be blank","If Q8g C19KOTH = 1 (Yes), then Q8g1. C19KOTHX (what kind of care assistance, if any, has become harder to access: Other specify) cannot be blank",IF C19KOTH =1 and C19KOTHX = blank,,,,,
F3-CV-c-041,41,Error,F3,CV,C19CORE,Conformity,C19CORE conforms,C19CORE must be an integer between 1-5 or 8,"Q9. C19CORE (On a scale of 1-5, how much has the COVID-19 pandemic changed your willingness to allow or encourage your care partner’s participation in clinical research if it requires in-person visits to the research clinic?) must be an integer between 1-5 or 8",IF C19CORE <1 or (C19CORE > 5 and C19CORE ne 8),,,,,
F3-CV-m-042,42,Error,F3,CV,C19CORE,Missingness,C19CORE must be present,C19CORE cannot be blank,"Q9. C19CORE (On a scale of 1-5, how much has the COVID-19 pandemic changed your willingness to allow or encourage your care partner’s participation in clinical research if it requires in-person visits to the research clinic?) cannot be blank",IF C19CORE = blank,,,,,
F3-CV-c-043,43,Error,F3,CV,C19COPRE,Conformity,C19COPRE conforms,C19COPRE must be an integer between 1-5 or 8,"Q10. C19COPRE (On a scale of 1-5, how much has the COVID-19 pandemic changed your own personal willingness to participate in clinical research, irrespective of whether in-person or telephone/remote visits are used?) that are not being met because of the COVID-19 pandemic:) must be an integer between 1-5 or 8",IF C19COPRE <1 or (C19COPRE > 5 and C19COPRE ne 8),,,,,
F3-CV-m-044,44,Error,F3,CV,C19COPRE,Missingness,C19COPRE must be present,C19COPRE cannot be blank,"Q10. C19COPRE (On a scale of 1-5, how much has the COVID-19 pandemic changed your own personal willingness to participate in clinical research, irrespective of whether in-person or telephone/remote visits are used?) cannot be blank",IF C19COPRE = blank,,,,,
