error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
c2t-ivp-m-018,18,Error,c2t,I,MOCALAN,Missingness,MOCALAN conditionally blank,If MOCACOMP is 0 then MOCALAN must be blank,If Q1a. MOCACOMP (MoCA adminstered) is 0 then Q1b. MOCALAN (MoCA language)  must be blank,If MOCACOMP=0 and MOCALAN is not blank,,"MOCACOMP, MOCALAN",Yes,,
c2t-ivp-m-019,19,Error,c2t,I,MOCALANX,Missingness,MOCALANX conditionally present,If MOCALAN is 3 then MOCALANX cannot be blank,If Q1b. MOCALAN (MoCA language) is 3 then Q1b1. MOCALANX (MoCA language other) cannot be blank,If MOCALAN=3 and MOCALANX=blank,,"MOCALAN, MOCALANX",Yes,,
c2t-ivp-m-020,20,Error,c2t,I,MOCALANX,Missingness,MOCALANX conditionally blank,If MOCALAN is not 3 then MOCALANX must be blank,If Q1b. MOCALAN (MoCA language) is not 3 then Q1b1. MOCALANX (MoCA language other) must be blank,If MOCALAN is not 3 and MOCALANX is not blank,,"MOCALAN, MOCALANX",Yes,,
c2t-ivp-m-021,21,Error,c2t,I,MOCAHEAR,Missingness,MOCAHEAR conditionally present,If MOCACOMP is 1 then MOCAHEAR cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1c. MOCAHEAR (hearing impairment) cannot be blank,If MOCACOMP=1 and MOCAHEAR=blank,,"MOCACOMP, MOCAHEAR",Yes,,
c2t-ivp-c-022,22,Error,c2t,I,MOCAHEAR,Conformity,MOCAHEAR conforms,MOCAHEAR must be between 0 and 1,Q1c. MOCAHEAR (hearing impairment) must be between 0 and 1,(MOCAHEAR<0 or MOCAHEAR>1),,,Yes,,
c2t-ivp-m-023,23,Error,c2t,I,MOCAHEAR,Missingness,MOCAHEAR conditionally blank,If MOCACOMP is 0 then MOCAHEAR must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1c. MOCAHEAR (hearing impairment) must be blank,If MOCACOMP=0 and MOCAHEAR is not blank,,"MOCACOMP, MOCAHEAR",Yes,,
c2t-ivp-m-024,24,Error,c2t,I,MOCBTOTS,Missingness,MOCBTOTS conditionally present,If MOCACOMP is 1 then MOCBTOTS cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1d. MOCBTOTS (total MoCA score) cannot be blank,If MOCACOMP=1 and MOCBTOTS=blank,,"MOCACOMP, MOCBTOTS",Yes,,
c2t-ivp-c-025,25,Error,c2t,I,MOCBTOTS,Conformity,MOCBTOTS conforms,"MOCBTOTS must be between 0 and 22, or 88","Q1d. MOCBTOTS (total MoCA score) must be between 0 and 22, or 88","MOCBTOTS is not 0-22, 88",,,Yes,,
c2t-ivp-m-026,26,Error,c2t,I,MOCBTOTS,Missingness,MOCBTOTS conditionally blank,If MOCACOMP is 0 then MOCBTOTS must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1d. MOCBTOTS (total MoCA score) must be blank,If MOCACOMP=0 and MOCBTOTS is not blank,,"MOCACOMP, MOCBTOTS",Yes,,
c2t-ivp-m-027,27,Error,c2t,I,MOCADIGI,Missingness,MOCADIGI conditionally present,If MOCACOMP is 1 then MOCADIGI cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1e. MOCADIGI (attention digits) cannot be blank,If MOCACOMP=1 and MOCADIGI=blank,,"MOCACOMP, MOCADIGI",Yes,,
c2t-ivp-c-028,28,Error,c2t,I,MOCADIGI,Conformity,MOCADIGI conforms,MOCADIGI must be between 0 and 2 or between 95 and 98,Q1e. MOCADIGI (attention digits) must be between 0 and 2 or between 95 and 98,"MOCADIGI is not 0,1,2,95,96,97,98",,,Yes,,
c2t-ivp-m-029,29,Error,c2t,I,MOCADIGI,Missingness,MOCADIGI conditionally blank,If MOCACOMP is 0 then MOCADIGI must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1e. MOCADIGI (attention digits) must be blank,If MOCACOMP=0 and MOCADIGI is not blank,,"MOCACOMP, MOCADIGI",Yes,,
c2t-ivp-m-030,30,Error,c2t,I,MOCALETT,Missingness,MOCALETT conditionally present,If MOCACOMP is 1 then MOCALETT cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1f. MOCALETT (attention letter A) cannot be blank,If MOCACOMP=1 and MOCALETT=blank,,"MOCACOMP, MOCALETT",Yes,,
c2t-ivp-c-031,31,Error,c2t,I,MOCALETT,Conformity,MOCALETT conforms,MOCALETT must be between 0 and 1 or between 95 and 98,Q1f. MOCALETT (attention letter A) must be between 0 and 1 or between 95 and 98,"MOCALETT is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-032,32,Error,c2t,I,MOCALETT,Missingness,MOCALETT conditionally blank,If MOCACOMP is 0 then MOCALETT must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1f. MOCALETT (attention letter A) must be blank,If MOCACOMP=0 and MOCALETT is not blank,,"MOCACOMP, MOCALETT",Yes,,
c2t-ivp-m-033,33,Error,c2t,I,MOCASER7,Missingness,MOCASER7 conditionally present,If MOCACOMP is 1 then MOCASER7 cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1g. MOCASER7 (attention serial 7) cannot be blank,If MOCACOMP=1 and MOCASER7=blank,,"MOCACOMP, MOCASER7",Yes,,
c2t-ivp-c-034,34,Error,c2t,I,MOCASER7,Conformity,MOCASER7 conforms,MOCASER7 must be between 0 and 3 or between 95 and 98,Q1g. MOCASER7 (attention serial 7) must be between 0 and 3 or between 95 and 98,"MOCASER7 is not 0,1,2,3,95,96,97,98",,,Yes,,
c2t-ivp-m-035,35,Error,c2t,I,MOCASER7,Missingness,MOCASER7 conditionally blank,If MOCACOMP is 0 then MOCASER7 must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1g. MOCASER7 (attention serial 7)  must be blank,If MOCACOMP=0 and MOCASER7 is not blank,,"MOCACOMP, MOCASER7",Yes,,
c2t-ivp-m-036,36,Error,c2t,I,MOCAREPE,Missingness,MOCAREPE conditionally present,If MOCACOMP is 1 then MOCAREPE cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1h. MOCAREPE (language repetition) cannot be blank,If MOCACOMP=1 and MOCAREPE=blank,,"MOCACOMP, MOCAREPE",Yes,,
c2t-ivp-c-037,37,Error,c2t,I,MOCAREPE,Conformity,MOCAREPE conforms,MOCAREPE must be between 0 and 2 or between 95 and 98,Q1h. MOCAREPE (language repetition) must be between 0 and 2 or between 95 and 98,"MOCAREPE is not 0,1,2,95,96,97,98",,,Yes,,
c2t-ivp-m-038,38,Error,c2t,I,MOCAREPE,Missingness,MOCAREPE conditionally blank,If MOCACOMP is 0 then MOCAREPE must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1h. MOCAREPE (language repetition) must be blank,If MOCACOMP=0 and MOCAREPE is not blank,,"MOCACOMP, MOCAREPE",Yes,,
c2t-ivp-m-039,39,Error,c2t,I,MOCAFLUE,Missingness,MOCAFLUE conditionally present,If MOCACOMP is 1 then MOCAFLUE cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1i. MOCAFLUE (language fluency) cannot be blank,If MOCACOMP=1 and MOCAFLUE=blank,,"MOCACOMP, MOCAFLUE",Yes,,
c2t-ivp-c-040,40,Error,c2t,I,MOCAFLUE,Conformity,MOCAFLUE conforms,MOCAFLUE must be between 0 and 1 or between 95 and 98,Q1i. MOCAFLUE (language fluency) must be between 0 and 1 or between 95 and 98,"MOCAFLUE is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-041,41,Error,c2t,I,MOCAFLUE,Missingness,MOCAFLUE conditionally blank,If MOCACOMP is 0 then MOCAFLUE must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1i. MOCAFLUE (language fluency) must be blank,If MOCACOMP=0 and MOCAFLUE is not blank,,"MOCACOMP, MOCAFLUE",Yes,,
c2t-ivp-m-042,42,Error,c2t,I,MOCAABST,Missingness,MOCAABST conditionally present,If MOCACOMP is 1 then MOCAABST cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1j. MOCAABST (abstraction) cannot be blank,If MOCACOMP=1 and MOCAABST=blank,,"MOCACOMP, MOCAABST",Yes,,
c2t-ivp-c-043,43,Error,c2t,I,MOCAABST,Conformity,MOCAABST conforms,MOCAABST must be between 0 and 2 or between 95 and 98,Q1j. MOCAABST (abstraction) must be between 0 and 2 or between 95 and 98,"MOCAABST is not 0,1,2,95,96,97,98",,,Yes,,
c2t-ivp-m-044,44,Error,c2t,I,MOCAABST,Missingness,MOCAABST conditionally blank,If MOCACOMP is 0 then MOCAABST must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1j. MOCAABST (abstraction) must be blank,If MOCACOMP=0 and MOCAABST is not blank,,"MOCACOMP, MOCAABST",Yes,,
c2t-ivp-m-045,45,Error,c2t,I,MOCARECN,Missingness,MOCARECN conditionally present,If MOCACOMP is 1 then MOCARECN cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1k. MOCARECN (delayed recall no cue) cannot be blank,If MOCACOMP=1 and MOCARECN=blank,,"MOCACOMP, MOCARECN",Yes,,
c2t-ivp-c-046,46,Error,c2t,I,MOCARECN,Conformity,MOCARECN conforms,MOCARECN must be between 0 and 5 or between 95 and 98,Q1k. MOCARECN (delayed recall no cue) must be between 0 and 5 or between 95 and 98,"MOCARECN is not 0,1,2,3,4,5,95,96,97,98",,,Yes,,
c2t-ivp-m-047,47,Error,c2t,I,MOCARECN,Missingness,MOCARECN conditionally blank,If MOCACOMP is 0 then MOCARECN must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1k. MOCARECN (delayed recall no cue) must be blank,If MOCACOMP=0 and MOCARECN is not blank,,"MOCACOMP, MOCARECN",Yes,,
c2t-ivp-m-048,48,Error,c2t,I,MOCARECC,Missingness,MOCARECC conditionally present,If MOCACOMP is 1 then MOCARECC cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1l. MOCARECC (delayed recall cue) cannot be blank,If MOCACOMP=1 and MOCARECC=blank,,"MOCACOMP, MOCARECC",Yes,,
c2t-ivp-c-049,49,Error,c2t,I,MOCARECC,Conformity,MOCARECC conforms,MOCARECC must be between 0 and 5 or 88,Q1l. MOCARECC (delayed recall cue) must be between 0 and 5 or 88,"MOCARECC is not 0,1,2,3,4,5,88",,,Yes,,
c2t-ivp-m-050,50,Error,c2t,I,MOCARECC,Missingness,MOCARECC conditionally blank,If MOCACOMP is 0 then MOCARECC must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1l. MOCARECC (delayed recall cue) must be blank,If MOCACOMP=0 and MOCARECC is not blank,,"MOCACOMP, MOCARECC",Yes,,
c2t-ivp-m-051,51,Error,c2t,I,MOCARECR,Missingness,MOCARECR conditionally present,If MOCACOMP is 1 then MOCARECR cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1m. MOCARECR (delayed recall recognition) cannot be blank,If MOCACOMP=1 and MOCARECR=blank,,"MOCACOMP, MOCARECR",Yes,,
c2t-ivp-c-052,52,Error,c2t,I,MOCARECR,Conformity,MOCARECR conforms,MOCARECR must be between 0 and 5 or 88,Q1m. MOCARECR (delayed recall recognition) must be between 0 and 5 or 88,"MOCARECR is not 0,1,2,3,4,5,88",,,Yes,,
c2t-ivp-m-053,53,Error,c2t,I,MOCARECR,Missingness,MOCARECR conditionally blank,If MOCACOMP is 0 then MOCARECR must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1m. MOCARECR (delayed recall recognition) must be blank,If MOCACOMP=0 and MOCARECR is not blank,,"MOCACOMP, MOCARECR",Yes,,
c2t-ivp-m-054,54,Error,c2t,I,MOCAORDT,Missingness,MOCAORDT conditionally present,If MOCACOMP is 1 then MOCAORDT cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1n. MOCAORDT (orientation date) cannot be blank,If MOCACOMP=1 and MOCAORDT=blank,,"MOCACOMP, MOCAORDT",Yes,,
c2t-ivp-c-055,55,Error,c2t,I,MOCAORDT,Conformity,MOCAORDT conforms,MOCAORDT must be between 0 and 1 or between 95 and 98,Q1n. MOCAORDT (orientation date) must be between 0 and 1 or between 95 and 98,"MOCAORDT is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-056,56,Error,c2t,I,MOCAORDT,Missingness,MOCAORDT conditionally blank,If MOCACOMP is 0 then MOCAORDT must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1n. MOCAORDT (orientation date) must be blank,If MOCACOMP=0 and MOCAORDT is not blank,,"MOCACOMP, MOCAORDT",Yes,,
c2t-ivp-m-057,57,Error,c2t,I,MOCAORMO,Missingness,MOCAORMO conditionally present,If MOCACOMP is 1 then MOCAORMO cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1o. MOCAORMO (orientation month) cannot be blank,If MOCACOMP=1 and MOCAORMO=blank,,"MOCACOMP, MOCAORMO",Yes,,
c2t-ivp-c-058,58,Error,c2t,I,MOCAORMO,Conformity,MOCAORMO conforms,MOCAORMO must be between 0 and 1 or between 95 and 98,Q1o. MOCAORMO (orientation month) must be between 0 and 1 or between 95 and 98,"MOCAORMO is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-059,59,Error,c2t,I,MOCAORMO,Missingness,MOCAORMO conditionally blank,If MOCACOMP is 0 then MOCAORMO must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1o. MOCAORMO (orientation month) must be blank,If MOCACOMP=0 and MOCAORMO is not blank,,"MOCACOMP, MOCAORMO",Yes,,
c2t-ivp-m-060,60,Error,c2t,I,MOCAORYR,Missingness,MOCAORYR conditionally present,If MOCACOMP is 1 then MOCAORYR cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1p. MOCAORYR (orientation year) cannot be blank,If MOCACOMP=1 and MOCAORYR=blank,,"MOCACOMP, MOCAORYR",Yes,,
c2t-ivp-c-061,61,Error,c2t,I,MOCAORYR,Conformity,MOCAORYR conforms,MOCAORYR must be between 0 and 1 or between 95 and 98,Q1p. MOCAORYR (orientation year) must be between 0 and 1 or between 95 and 98,"MOCAORYR is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-062,62,Error,c2t,I,MOCAORYR,Missingness,MOCAORYR conditionally blank,If MOCACOMP is 0 then MOCAORYR must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1p. MOCAORYR (orientation year) must be blank,If MOCACOMP=0 and MOCAORYR is not blank,,"MOCACOMP, MOCAORYR",Yes,,
c2t-ivp-m-063,63,Error,c2t,I,MOCAORDY,Missingness,MOCAORDY conditionally present,If MOCACOMP is 1 then MOCAORDY cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1q. MOCAORDY (orientation day) cannot be blank,If MOCACOMP=1 and MOCAORDY=blank,,"MOCACOMP, MOCAORDY",Yes,,
c2t-ivp-c-064,64,Error,c2t,I,MOCAORDY,Conformity,MOCAORDY conforms,MOCAORDY must be between 0 and 1 or between 95 and 98,Q1q. MOCAORDY (orientation day) must be between 0 and 1 or between 95 and 98,"MOCAORDY is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-065,65,Error,c2t,I,MOCAORDY,Missingness,MOCAORDY conditionally blank,If MOCACOMP is 0 then MOCAORDY must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1q. MOCAORDY (orientation day) must be blank,If MOCACOMP=0 and MOCAORDY is not blank,,"MOCACOMP, MOCAORDY",Yes,,
c2t-ivp-m-066,66,Error,c2t,I,MOCAORPL,Missingness,MOCAORPL conditionally present,If MOCACOMP is 1 then MOCAORPL cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1r. MOCAORPL (orientation place) cannot be blank,If MOCACOMP=1 and MOCAORPL=blank,,"MOCACOMP, MOCAORPL",Yes,,
c2t-ivp-c-067,67,Error,c2t,I,MOCAORPL,Conformity,MOCAORPL conforms,MOCAORPL must be between 0 and 1 or between 95 and 98,Q1r. MOCAORPL (orientation place) must be between 0 and 1 or between 95 and 98,"MOCAORPL is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-068,68,Error,c2t,I,MOCAORPL,Missingness,MOCAORPL conditionally blank,If MOCACOMP is 0 then MOCAORPL must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1r. MOCAORPL (orientation place) must be blank,If MOCACOMP=0 and MOCAORPL is not blank,,"MOCACOMP, MOCAORPL",Yes,,
c2t-ivp-m-069,69,Error,c2t,I,MOCAORCT,Missingness,MOCAORCT conditionally present,If MOCACOMP is 1 then MOCAORCT cannot be blank,If Q1a. MOCACOMP (MoCA administered) is 1 then Q1s. MOCAORCT (orientation city) cannot be blank,If MOCACOMP=1 and MOCAORCT=blank,,"MOCACOMP, MOCAORCT",Yes,,
c2t-ivp-c-070,70,Error,c2t,I,MOCAORCT,Conformity,MOCAORCT conforms,MOCAORCT must be between 0 and 1 or between 95 and 98,Q1s. MOCAORCT (orientation city) must be between 0 and 1 or between 95 and 98,"MOCAORCT is not 0,1,95,96,97,98",,,Yes,,
c2t-ivp-m-071,71,Error,c2t,I,MOCAORCT,Missingness,MOCAORCT conditionally blank,If MOCACOMP is 0 then MOCAORCT must be blank,If Q1a. MOCACOMP (MoCA administered) is 0 then Q1s. MOCAORCT (orientation city) must be blank,If MOCACOMP=0 and MOCAORCT is not blank,,"MOCACOMP, MOCAORCT",Yes,,
c2t-ivp-m-072,72,Error,c2t,I,NPSYLAN,Missingness,NPSYLAN cannot be blank,NPSYLAN cannot be blank,Q2a. NPSYLAN (npsych language) cannot be blank,NPSYCLAN=blank,,,Yes,,
c2t-ivp-c-073,73,Error,c2t,I,NPSYLAN,Conformity,NPSYLAN conforms,NPSYLAN must be between 1 and 3,Q2a. NPSYLAN (npsych language) must be between 1 and 3,"NPSYCLAN is not 1,2,3",,,Yes,,
c2t-ivp-m-074,74,Error,c2t,I,NPSYLANX,Missingness,NPSYLANX conditionally present,If NPSYLAN is 3 then NPSYLANX cannot be blank,If Q2a. NPSYLAN (npsych language) is 3 then Q2a1. NPSYLANX (npsych language other) cannot be blank,If NPSYLAN=3 and NPSYLANX=blank,,"NPSYLAN, NPSYLANX",Yes,,
c2t-ivp-m-075,75,Error,c2t,I,NPSYLANX,Missingness,NPSYLANX conditionally blank,If NPSYLAN is not 3 then NPSYLANX must be blank,If Q2a. NPSYLAN (npsych language) is not 3 then Q2a1. NPSYLANX (npsych language other) must be blank,If NPSYLAN is not 3 and NPSYLANX is not blank,,"NPSYLAN, NPSYLANX",Yes,,
c2t-ivp-m-076,76,Error,c2t,I,CRAFTVRS,Missingness,CRAFTVRS cannot be blank,CRAFTVRS cannot be blank,Q3a. CRAFTVRS (craft verbatim scoring) cannot be blank,CRAFTVRS=blank,,,Yes,,
c2t-ivp-c-077,77,Error,c2t,I,CRAFTVRS,Conformity,CRAFTVRS conforms,CRAFTVRS must be between 0 and 44 or between 95 and 98,Q3a. CRAFTVRS (craft verbatim scoring) must be between 0 and 44 or between 95 and 98,"CRAFTVRS<0 or (CRAFTVRS>44 and CRAFTVRS is not 95,96,97,98)",,,Yes,,
c2t-ivp-m-078,78,Error,c2t,I,CRAFTURS,Missingness,CRAFTURS conditionally present,If CRAFTVRS is between 0 and 44 then CRAFTURS cannot be blank,If Q3a. CRAFTVRS (craft verbatim scoring) is between 0 and 44 then Q3b. CRAFTURS (craft  paraphrase scoring) cannot be blank,If CRAFTVRS>=0 and CRAFTVRS<=44 and CRAFTURS=blank,,"CRAFTVRS, CRAFTURS",Yes,,
c2t-ivp-c-079,79,Error,c2t,I,CRAFTURS,Conformity,CRAFTURS conforms,CRAFTURS must be between 0 and 25,Q3b. CRAFTURS (craft paraphrase scoring) must be between 0 and 25,(CRAFTURS<0 or CRAFTURS>25),,,Yes,,
c2t-ivp-m-080,80,Error,c2t,I,CRAFTURS,Missingness,CRAFTURS conditionally blank,If CRAFTVRS is between 95 and 98 then CRAFTURS must be blank,If Q3a. CRAFTVRS (craft verbatim scoring) is between 95 and 98 then Q3b. CRAFTURS (craft paraphrase scoring) must be blank,If CRAFTVRS>=95 and CRAFTVRS<=98 and CRAFTURS is not blank,,"CRAFTVRS, CRAFTURS",Yes,,
c2t-ivp-m-081,81,Error,c2t,I,DIGFORCT,Missingness,DIGFORCT cannot be blank,DIGFORCT cannot be blank,Q4a. DIGFORCT (number span trials) cannot be blank,DIGFORCT=blank,,,Yes,,
c2t-ivp-c-082,82,Error,c2t,I,DIGFORCT,Conformity,DIGFORCT conforms,DIGFORCT must be between 0 and 14 or between 95 and 98,Q4a. DIGFORCT (number span trials) must be between 0 and 14 or between 95 and 98,"DIGFORCT<0 or (DIGFORCT>14 and DIGFORCT is not 95,96,97,98)",,,Yes,,
c2t-ivp-m-083,83,Error,c2t,I,DIGFORSL,Missingness,DIGFORSL conditionally present,If DIGFORCT is between 0 and 14 then DIGFORSL cannot be blank,If Q4a. DIGFORCT (number span trials) is between 0 and 14 then Q4b. DIGFORSL (longest span forward) cannot be blank,DIGFORCT>=0 and DIGFORCT<15 and DIGFORSL=blank,,"DIGFORCT, DIGFORSL",Yes,,
c2t-ivp-c-084,84,Error,c2t,I,DIGFORSL,Conformity,DIGFORSL conforms,DIGFORSL must be between 3 and 9 or 0,Q4b. DIGFORSL (longest scan forward) must be between 3 and 9 or 0,"DIGFORSL is not 0,3,4,5,6,7,8,9",,,Yes,,
c2t-ivp-m-085,85,Error,c2t,I,DIGFORSL,Missingness,DIGFORSL conditionally blank,If DIGFORCT is between 95 and 98 then DIGFORSL must be blank,If Q4a. DIGFORCT (number span trials) is between 95 and 98 then Q4b. DIGFORSL (longest scan forward) must be blank,"DIFORCT=95,96,97,98 and DIGFORSL is not blank",,"DIGFORCT, DIGFORSL",Yes,,
c2t-ivp-m-086,86,Error,c2t,I,DIGBACCT,Missingness,DIGBACCT cannot be blank,DIGBACCT cannot be blank,Q5a. DIGBACCT (number span backward) cannot be blank,DIGBACCT=blank,,,Yes,,
c2t-ivp-c-087,87,Error,c2t,I,DIGBACCT,Conformity,DIGBACCT conforms,DIGBACCT must be between 0 and 14 or between 95 and 98,Q5a. DIGBACCT (number span backward) must be between 0 and 14 or between 95 and 98,"DIGBACCT<0 or (DIGBACCT>14 and DIGBACCT is not 95,96,97,98)",,,Yes,,
c2t-ivp-m-088,88,Error,c2t,I,DIGBACLS,Missingness,DIGBACLS conditionally present,If DIGBACCT is between 0 and 14 then DIGBACLS cannot be blank,If Q5a. DIGBACCT (number span backward) is between 0 and 14 then Q5b. DIGBACLS (longest scan backward) cannot be blank,DIGBACCT>=0 and DIGBACCT<15 and DIGBACLS=blank,,"DIGBACCT, DIGBACLS",Yes,,
