error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
d1c-ivp-c-011,011,Error,d1c,I,PTAU217RS,Conformity,PTAU217RS conforms,PTAU217RS must be an integer between 0-1,Q1a1. PTAU217RS (p-tau 217 result) must be an integer between 0 and 1,IF PTAU217RS < 0 or PTAU217RS > 1,,,,,
d1c-ivp-m-012,012,Error,d1c,I,PT217ANLYS,Missingness,PT217ANLYS conditionally present,"If DXPTAU217 =1, then PT217ANLYS cannot be blank","If Q1a. DXPTAU217 (p-tau 217 used in diagnosis) =1 (Yes), then Q1a2. PT217ANLYS (Where were the p-tau 217 values used in the diagnosis analyzed?) cannot be blank",If DXPTAU217 =1 and PT217ANLYS=blank,,"DXPTAU217, PT217ANLYS",,,
d1c-ivp-m-013,013,Error,d1c,I,PT217ANLYS,Missingness,PT217ANLYS conditionally missing,"If DXPTAU217 ne 1, then PT217ANLYS must be blank","If Q1a. DXPTAU217 (p-tau 217 used in diagnosis) ne 1 (Yes), then Q1a2. PT217ANLYS (Where were the p-tau 217 values used in the diagnosis analyzed?) must be blank",If DXPTAU217 ne 1 and PT217ANLYS is not blank,,"DXPTAU217, PT217ANLYS",,,
d1c-ivp-c-014,014,Error,d1c,I,PT217ANLYS,Conformity,PT217ANLYS conforms,PT217ANLYS must be an integer between 1-2,Q1a2. PT217ANLYS (Where were the p-tau 217 values used in the diagnosis analyzed?) must be an integer between 1 and 2,IF PT217ANLYS < 1 or PT217ANLYS > 2,,,,,
d1c-ivp-m-015,015,Error,d1c,I,PT217INT,Missingness,PT217INT conditionally present,"If DXPTAU217 =1, then PT217INT cannot be blank","If Q1a. DXPTAU217 (p-tau 217 used in diagnosis) =1 (Yes), then Q1a3. PT217INT ( p-tau 217 sample within +/- 12 months of the current UDS visit?) cannot be blank",If DXPTAU217 =1 and PT217INT=blank,,"DXPTAU217, PT217INT",,,
d1c-ivp-m-016,016,Error,d1c,I,PT217INT,Missingness,PT217INT conditionally missing,"If DXPTAU217 ne 1, then PT217INT must be blank","If Q1a. DXPTAU217 (p-tau 217 used in diagnosis) ne 1 (Yes), then Q1a3. PT217INT ( p-tau 217 sample within +/- 12 months of the current UDS visit?) must be blank",If DXPTAU217 ne 1 and PT217INT is not blank,,"DXPTAU217, PT217INT",,,
d1c-ivp-c-017,017,Error,d1c,I,PT217INT,Conformity,PT217INT conforms,PT217INT must be an integer between 0-1,Q1a3. PT217INT ( p-tau 217 sample within +/- 12 months of the current UDS visit?) must be an integer between 0 and 1,IF PT217INT < 0 or PT217INT > 1,,,,,
d1c-ivp-m-018,018,Error,d1c,I,DXPCPT217,Missingness,DXPCPT217 conditionally missing,"If DXPLSMABIO = 0, then DXPCPT217 must be blank","If Q1. DXPLSMABIO (Were plasma biomarkers used in the etiologic diagnosis?) = 0 (No), then Q1b. DXPCPT217 (%p-tau 217 used in diagnosis) must be blank",If DXPLSMABIO= 0 and DXPCPT217 is not blank,,"DXPLSMABIO, DXPCPT217",,,
d1c-ivp-c-019,019,Error,d1c,I,DXPCPT217,Conformity,DXPCPT217 conforms,DXPCPT217 must be blank or 1,Q1b. DXPCPT217 (%p-tau 217 used in diagnosis) must be blank or 1,IF DXPCPT217 is not blank or DXPCPT217 ne 1,,,,,
d1c-ivp-m-020,020,Error,d1c,I,PCPT217RS,Missingness,PCPT217RS conditionally present,"If DXPCPT217 =1, then PCPT217RS cannot be blank","If Q1b. DXPCPT217 (%p-tau 217 used in diagnosis) =1 (Yes), then Q1b1. PCPT217RS (%p-tau 217 result) cannot be blank",If DXPCPT217 =1 and PCPT217RS=blank,,"DXPCPT217, PCPT217RS",,,
d1c-ivp-m-021,021,Error,d1c,I,PCPT217RS,Missingness,PCPT217RS conditionally missing,"If DXPCPT217 ne 1, then PCPT217RS must be blank","If Q1b. DXPCPT217 (%p-tau 217 used in diagnosis) ne 1 (Yes), then Q1b1. PCPT217RS (%p-tau 217 result) must be blank",If DXPCPT217 ne 1 and PCPT217RS is not blank,,"DXPCPT217, PCPT217RS",,,
d1c-ivp-c-022,022,Error,d1c,I,PCPT217RS,Conformity,PCPT217RS conforms,PCPT217RS must be an integer between 0-1,Q1b1. PCPT217RS (%p-tau 217 result) must be an integer between 0 and 1,IF PCPT217RS < 0 or PCPT217RS > 1,,,,,
d1c-ivp-m-023,023,Error,d1c,I,PCPT217INT,Missingness,PCPT217INT conditionally present,"If DXPCPT217 =1, then PCPT217INT cannot be blank","If Q1b. DXPCPT217 (%p-tau 217 used in diagnosis) =1 (Yes), then Q1b2. PCPT217INT (%p-tau 217 within +/- 12 months of the current UDS visit?) cannot be blank",If DXPCPT217 =1 and PCPT217INT=blank,,"DXPCPT217, PCPT217INT",,,
d1c-ivp-m-024,024,Error,d1c,I,PCPT217INT,Missingness,PCPT217INT conditionally missing,"If DXPCPT217 ne 1, then PCPT217INT must be blank","If Q1b. DXPCPT217 (%p-tau 217 used in diagnosis) ne 1 (Yes), then Q1b2. PCPT217INT (%p-tau 217 within +/- 12 months of the current UDS visit?) must be blank",If DXPCPT217 ne 1 and PCPT217INT is not blank,,"DXPCPT217, PCPT217INT",,,
d1c-ivp-c-025,025,Error,d1c,I,PCPT217INT,Conformity,PCPT217INT conforms,PCPT217INT must be an integer between 0-1,Q1b2. PCPT217INT (%p-tau 217 within +/- 12 months of the current UDS visit?) must be an integer between 0 and 1,IF PCPT217INT < 0 or PCPT217INT > 1,,,,,
d1c-ivp-m-026,026,Error,d1c,I,DXOTHPLSMA,Missingness,DXOTHPLSMA conditionally missing,"If DXPLSMABIO = 0, then DXOTHPLSMA must be blank","If Q1. DXPLSMABIO (Were plasma biomarkers used in the etiologic diagnosis?) = 0 (No), then Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) must be blank",If DXPLSMABIO= 0 and DXOTHPLSMA is not blank,,"DXPLSMABIO, DXOTHPLSMA",,,
d1c-ivp-c-027,027,Error,d1c,I,DXOTHPLSMA,Conformity,DXOTHPLSMA conforms,DXOTHPLSMA must be blank or 1,Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) must be blank or 1,IF DXOTHPLSMA is not blank or DXOTHPLSMA ne 1,,,,,
d1c-ivp-m-028,028,Error,d1c,I,DXOTHPLSMX,Missingness,DXOTHPLSMX conditionally present,"If DXOTHPLSMA =1, then DXOTHPLSMX cannot be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) =1 (Yes), then Q1c1. DXOTHPLSMX (Other plasma biomarker used in the diagnosis - Specify) cannot be blank",If DXOTHPLSMA =1 and DXOTHPLSMX=blank,,"DXOTHPLSMA, DXOTHPLSMX",,,
d1c-ivp-m-029,029,Error,d1c,I,DXOTHPLSMX,Missingness,DXOTHPLSMX conditionally missing,"If DXOTHPLSMA ne 1, then DXOTHPLSMX must be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) ne 1 (Yes), then Q1c1. DXOTHPLSMX (Other plasma biomarker used in the diagnosis - Specify) must be blank",If DXOTHPLSMA ne 1 and DXOTHPLSMX is not blank,,"DXOTHPLSMA, DXOTHPLSMX",,,
d1c-ivp-m-030,030,Error,d1c,I,OTHPLSMARS,Missingness,OTHPLSMARS conditionally present,"If DXOTHPLSMA =1, then OTHPLSMARS cannot be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) =1 (Yes), then Q1c2. OTHPLSMARS (Other plasma biomarker result) cannot be blank",If DXOTHPLSMA =1 and OTHPLSMARS=blank,,"DXOTHPLSMA, OTHPLSMARS",,,
d1c-ivp-m-031,031,Error,d1c,I,OTHPLSMARS,Missingness,OTHPLSMARS conditionally missing,"If DXOTHPLSMA ne 1, then OTHPLSMARS must be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) ne 1 (Yes), then Q1c2. OTHPLSMARS (Other plasma biomarker result) must be blank",If DXOTHPLSMA ne 1 and OTHPLSMARS is not blank,,"DXOTHPLSMA, OTHPLSMARS",,,
d1c-ivp-c-032,032,Error,d1c,I,OTHPLSMARS,Conformity,OTHPLSMARS conforms,OTHPLSMARS must be an integer between 0-1,Q1c2. OTHPLSMARS (Other plasma biomarker result) must be an integer between 0 and 1,IF OTHPLSMARS < 0 or OTHPLSMARS > 1,,,,,
d1c-ivp-m-033,033,Error,d1c,I,OPLSMANLYS,Missingness,OPLSMANLYS conditionally present,"If DXOTHPLSMA =1, then OPLSMANLYS cannot be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) =1 (Yes), then Q1c3. OPLSMANLYS (Where were the other plasma biomarker values used in the diagnosis analyzed?) cannot be blank",If DXOTHPLSMA =1 and OPLSMANLYS=blank,,"DXOTHPLSMA, OPLSMANLYS",,,
d1c-ivp-m-034,034,Error,d1c,I,OPLSMANLYS,Missingness,OPLSMANLYS conditionally missing,"If DXOTHPLSMA ne 1, then OPLSMANLYS must be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) ne 1 (Yes), then Q1c3. OPLSMANLYS (Where were the other plasma biomarker values used in the diagnosis analyzed?) must be blank",If DXOTHPLSMA ne 1 and OPLSMANLYS is not blank,,"DXOTHPLSMA, OPLSMANLYS",,,
d1c-ivp-c-035,035,Error,d1c,I,OPLSMANLYS,Conformity,OPLSMANLYS conforms,OPLSMANLYS must be an integer between 1-2,Q1c3. OPLSMANLYS (Where were the other plasma biomarker values used in the diagnosis analyzed?) must be an integer between 1 and 2,IF OPLSMANLYS < 1 or OPLSMANLYS > 2,,,,,
d1c-ivp-m-036,036,Error,d1c,I,OPLSMAINT,Missingness,OPLSMAINT conditionally present,"If DXOTHPLSMA =1, then OPLSMAINT cannot be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) =1 (Yes), then Q1c4. OPLSMAINT (Other plasma sample within +/- 12 months of the current UDS visit?) cannot be blank",If DXOTHPLSMA =1 and OPLSMAINT=blank,,"DXOTHPLSMA, OPLSMAINT",,,
d1c-ivp-m-037,037,Error,d1c,I,OPLSMAINT,Missingness,OPLSMAINT conditionally missing,"If DXOTHPLSMA ne 1, then OPLSMAINT must be blank","If Q1c. DXOTHPLSMA (Other plasma biomarker used in the diagnosis) ne 1 (Yes), then Q1c4. OPLSMAINT (Other plasma sample within +/- 12 months of the current UDS visit?) must be blank",If DXOTHPLSMA ne 1 and OPLSMAINT is not blank,,"DXOTHPLSMA, OPLSMAINT",,,
d1c-ivp-c-038,038,Error,d1c,I,OPLSMAINT,Conformity,OPLSMAINT conforms,OPLSMAINT must be an integer between 0-1,Q1c4. OPLSMAINT (Other plasma sample within +/- 12 months of the current UDS visit?) must be an integer between 0 and 1,IF OPLSMAINT < 0 or OPLSMAINT > 1,,,,,
d1c-ivp-m-039,039,Error,d1c,I,DXCSFBIO,Missingness,DXCSFBIO must be present,DXCSFBIO cannot be blank,Q2. DXCSFBIO (Were CSF biomarkers used in the etiologic diagnosis?) cannot be blank,If DXCSFBIO = blank,,,,,
d1c-ivp-c-040,040,Error,d1c,I,DXCSFBIO,Conformity,DXCSFBIO conforms,DXCSFBIO must be an integer between 0-1,Q2. DXCSFBIO (Were CSF biomarkers used in the etiologic diagnosis?) must be an integer between 0 and 1,IF DXCSFBIO < 0 or DXCSFBIO > 1,,,,,
d1c-ivp-m-041,041,Error,d1c,I,DXPT181AB,Missingness,DXPT181AB conditionally missing,"If DXCSFBIO = 0, then DXPT181AB must be blank","If Q2. DXCSFBIO (Were CSF biomarkers used in the etiologic diagnosis?) = 0 (No), then Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) must be blank",If DXCSFBIO= 0 and DXPT181AB is not blank,,"DXCSFBIO, DXPT181AB",,,
d1c-ivp-c-042,042,Error,d1c,I,DXPT181AB,Conformity,DXPT181AB conforms,DXPT181AB must be blank or 1,Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) must be blank or 1,IF DXPT181AB is not blank or DXPT181AB ne 1,,,,,
d1c-ivp-m-043,043,Error,d1c,I,PT181ABRS,Missingness,PT181ABRS conditionally present,"If DXPT181AB =1, then PT181ABRS cannot be blank","If Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) =1 (Yes), then Q2a1. PT181ABRS (p-tau 181/ Aβ42 result) cannot be blank",If DXPT181AB =1 and PT181ABRS=blank,,"DXPT181AB, PT181ABRS",,,
d1c-ivp-m-044,044,Error,d1c,I,PT181ABRS,Missingness,PT181ABRS conditionally missing,"If DXPT181AB ne 1, then PT181ABRS must be blank","If Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) ne 1 (Yes), then Q2a1. PT181ABRS (p-tau 181/ Aβ42 result) must be blank",If DXPT181AB ne 1 and PT181ABRS is not blank,,"DXPT181AB, PT181ABRS",,,
d1c-ivp-c-045,045,Error,d1c,I,PT181ABRS,Conformity,PT181ABRS conforms,PT181ABRS must be an integer between 0-1,Q2a1. PT181ABRS (p-tau 181/ Aβ42 result) must be an integer between 0 and 1,IF PT181ABRS < 0 or PT181ABRS > 1,,,,,
d1c-ivp-m-046,046,Error,d1c,I,PT181ABAYS,Missingness,PT181ABAYS conditionally present,"If DXPT181AB =1, then PT181ABAYS cannot be blank","If Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) =1 (Yes), then Q2a2. PT181ABAYS (Where were the p-tau 181/ Aβ42 values used in the diagnosis analyzed?) cannot be blank",If DXPT181AB =1 and PT181ABAYS=blank,,"DXPT181AB, PT181ABAYS",,,
d1c-ivp-m-047,047,Error,d1c,I,PT181ABAYS,Missingness,PT181ABAYS conditionally missing,"If DXPT181AB ne 1, then PT181ABAYS must be blank","If Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) ne 1 (Yes), then Q2a2. PT181ABAYS (Where were the p-tau 181/ Aβ42 values used in the diagnosis analyzed?) must be blank",If DXPT181AB ne 1 and PT181ABAYS is not blank,,"DXPT181AB, PT181ABAYS",,,
d1c-ivp-c-048,048,Error,d1c,I,PT181ABAYS,Conformity,PT181ABAYS conforms,PT181ABAYS must be an integer between 1-2,Q2a2. PT181ABAYS (Where were the p-tau 181/ Aβ42 values used in the diagnosis analyzed?) must be an integer between 1 and 2,IF PT181ABAYS < 1 or PT181ABAYS > 2,,,,,
d1c-ivp-m-049,049,Error,d1c,I,PT181ABINT,Missingness,PT181ABINT conditionally present,"If DXPT181AB =1, then PT181ABINT cannot be blank","If Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) =1 (Yes), then Q2a3. PT181ABINT (CSF p-tau 181/ Aβ42 sample within +/- 12 months of the current UDS visit?) cannot be blank",If DXPT181AB =1 and PT181ABINT=blank,,"DXPT181AB, PT181ABINT",,,
d1c-ivp-m-050,050,Error,d1c,I,PT181ABINT,Missingness,PT181ABINT conditionally missing,"If DXPT181AB ne 1, then PT181ABINT must be blank","If Q2a. DXPT181AB (p-tau 181/ Aβ42 used in diagnosis) ne 1 (Yes), then Q2a3. PT181ABINT (CSF p-tau 181/ Aβ42 sample within +/- 12 months of the current UDS visit?) must be blank",If DXPT181AB ne 1 and PT181ABINT is not blank,,"DXPT181AB, PT181ABINT",,,
d1c-ivp-c-051,051,Error,d1c,I,PT181ABINT,Conformity,PT181ABINT conforms,PT181ABINT must be an integer between 0-1,Q2a3. PT181ABINT (CSF p-tau 181/ Aβ42 sample within +/- 12 months of the current UDS visit?) must be an integer between 0 and 1,IF PT181ABINT < 0 or PT181ABINT > 1,,,,,
d1c-ivp-m-052,052,Error,d1c,I,DXTTABETA,Missingness,DXTTABETA conditionally missing,"If DXCSFBIO = 0, then DXTTABETA must be blank","If Q2. DXCSFBIO (Were CSF biomarkers used in the etiologic diagnosis?) = 0 (No), then Q2b. DXTTABETA (t-tau / Aβ42 used in the diagnosis) must be blank",If DXCSFBIO= 0 and DXTTABETA is not blank,,"DXCSFBIO, DXTTABETA",,,
d1c-ivp-c-053,053,Error,d1c,I,DXTTABETA,Conformity,DXTTABETA conforms,DXTTABETA must be blank or 1,Q2b. DXTTABETA (t-tau / Aβ42 used in the diagnosis) must be blank or 1,IF DXTTABETA is not blank or DXTTABETA ne 1,,,,,
d1c-ivp-m-054,054,Error,d1c,I,TTABETARS,Missingness,TTABETARS conditionally present,"If DXTTABETA =1, then TTABETARS cannot be blank","If Q2b. DXTTABETA (t-tau / Aβ42 used in the diagnosis) =1 (Yes), then Q2b1. TTABETARS (t-tau / Aβ42 result) cannot be blank",If DXTTABETA =1 and TTABETARS=blank,,"DXTTABETA, TTABETARS",,,
d1c-ivp-m-055,055,Error,d1c,I,TTABETARS,Missingness,TTABETARS conditionally missing,"If DXTTABETA ne 1, then TTABETARS must be blank","If Q2b. DXTTABETA (t-tau / Aβ42 used in the diagnosis) ne 1 (Yes), then Q2b1. TTABETARS (t-tau / Aβ42 result) must be blank",If DXTTABETA ne 1 and TTABETARS is not blank,,"DXTTABETA, TTABETARS",,,
d1c-ivp-c-056,056,Error,d1c,I,TTABETARS,Conformity,TTABETARS conforms,TTABETARS must be an integer between 0-1,Q2b1. TTABETARS (t-tau / Aβ42 result) must be an integer between 0 and 1,IF TTABETARS < 0 or TTABETARS > 1,,,,,
d1c-ivp-m-057,057,Error,d1c,I,TTABETAINT,Missingness,TTABETAINT conditionally present,"If DXTTABETA =1, then TTABETAINT cannot be blank","If Q2b. DXTTABETA (t-tau / Aβ42 used in the diagnosis) =1 (Yes), then Q2b2. TTABETAINT (t-tau / Aβ42 sample within +/- 12 months of the current UDS visit?) cannot be blank",If DXTTABETA =1 and TTABETAINT=blank,,"DXTTABETA, TTABETAINT",,,
d1c-ivp-m-058,058,Error,d1c,I,TTABETAINT,Missingness,TTABETAINT conditionally missing,"If DXTTABETA ne 1, then TTABETAINT must be blank","If Q2b. DXTTABETA (t-tau / Aβ42 used in the diagnosis) ne 1 (Yes), then Q2b2. TTABETAINT (t-tau / Aβ42 sample within +/- 12 months of the current UDS visit?) must be blank",If DXTTABETA ne 1 and TTABETAINT is not blank,,"DXTTABETA, TTABETAINT",,,
d1c-ivp-c-059,059,Error,d1c,I,TTABETAINT,Conformity,TTABETAINT conforms,TTABETAINT must be an integer between 0-1,Q2b2. TTABETAINT (t-tau / Aβ42 sample within +/- 12 months of the current UDS visit?) must be an integer between 0 and 1,IF TTABETAINT < 0 or TTABETAINT > 1,,,,,
d1c-ivp-m-060,060,Error,d1c,I,DXAB42AB40,Missingness,DXAB42AB40 conditionally missing,"If DXCSFBIO = 0, then DXAB42AB40 must be blank","If Q2. DXCSFBIO (Were CSF biomarkers used in the etiologic diagnosis?) = 0 (No), then Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) must be blank",If DXCSFBIO= 0 and DXAB42AB40 is not blank,,"DXCSFBIO, DXAB42AB40",,,
d1c-ivp-c-061,061,Error,d1c,I,DXAB42AB40,Conformity,DXAB42AB40 conforms,DXAB42AB40 must be blank or 1,Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) must be blank or 1,IF DXAB42AB40 is not blank or DXAB42AB40 ne 1,,,,,
d1c-ivp-m-062,062,Error,d1c,I,AB42AB40RS,Missingness,AB42AB40RS conditionally present,"If DXAB42AB40 =1, then AB42AB40RS cannot be blank","If Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) =1 (Yes), then Q2c1. AB42AB40RS (Aβ42/40 result) cannot be blank",If DXAB42AB40 =1 and AB42AB40RS=blank,,"DXAB42AB40, AB42AB40RS",,,
d1c-ivp-m-063,063,Error,d1c,I,AB42AB40RS,Missingness,AB42AB40RS conditionally missing,"If DXAB42AB40 ne 1, then AB42AB40RS must be blank","If Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) ne 1 (Yes), then Q2c1. AB42AB40RS (Aβ42/40 result) must be blank",If DXAB42AB40 ne 1 and AB42AB40RS is not blank,,"DXAB42AB40, AB42AB40RS",,,
d1c-ivp-c-064,064,Error,d1c,I,AB42AB40RS,Conformity,AB42AB40RS conforms,AB42AB40RS must be an integer between 0-1,Q2c1. AB42AB40RS (Aβ42/40 result) must be an integer between 0 and 1,IF AB42AB40RS < 0 or AB42AB40RS > 1,,,,,
d1c-ivp-m-065,065,Error,d1c,I,AB42AB40AY,Missingness,AB42AB40AY conditionally present,"If DXAB42AB40 =1, then AB42AB40AY cannot be blank","If Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) =1 (Yes), then Q2c2. AB42AB40AY (Where were the Aβ42/40 values used in the diagnosis analyzed?) cannot be blank",If DXAB42AB40 =1 and AB42AB40AY=blank,,"DXAB42AB40, AB42AB40AY",,,
d1c-ivp-m-066,066,Error,d1c,I,AB42AB40AY,Missingness,AB42AB40AY conditionally missing,"If DXAB42AB40 ne 1, then AB42AB40AY must be blank","If Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) ne 1 (Yes), then Q2c2. AB42AB40AY (Where were the Aβ42/40 values used in the diagnosis analyzed?) must be blank",If DXAB42AB40 ne 1 and AB42AB40AY is not blank,,"DXAB42AB40, AB42AB40AY",,,
d1c-ivp-c-067,067,Error,d1c,I,AB42AB40AY,Conformity,AB42AB40AY conforms,AB42AB40AY must be an integer between 1-2,Q2c2. AB42AB40AY (Where were the Aβ42/40 values used in the diagnosis analyzed?) must be an integer between 1 and 2,IF AB42AB40AY < 1 or AB42AB40AY > 2,,,,,
d1c-ivp-m-068,068,Error,d1c,I,AB42AB40IT,Missingness,AB42AB40IT conditionally present,"If DXAB42AB40 =1, then AB42AB40IT cannot be blank","If Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) =1 (Yes), then Q2c3. AB42AB40IT (Aβ42 / 40 sample within +/- 12 months of the current UDS visit?) cannot be blank",If DXAB42AB40 =1 and AB42AB40IT=blank,,"DXAB42AB40, AB42AB40IT",,,
d1c-ivp-m-069,069,Error,d1c,I,AB42AB40IT,Missingness,AB42AB40IT conditionally missing,"If DXAB42AB40 ne 1, then AB42AB40IT must be blank","If Q2c. DXAB42AB40 (Aβ42/40 used in diagnosis) ne 1 (Yes), then Q2c3. AB42AB40IT (Aβ42 / 40 sample within +/- 12 months of the current UDS visit?) must be blank",If DXAB42AB40 ne 1 and AB42AB40IT is not blank,,"DXAB42AB40, AB42AB40IT",,,
d1c-ivp-c-070,070,Error,d1c,I,AB42AB40IT,Conformity,AB42AB40IT conforms,AB42AB40IT must be an integer between 0-1,Q2c3. AB42AB40IT (Aβ42 / 40 sample within +/- 12 months of the current UDS visit?) must be an integer between 0 and 1,IF AB42AB40IT < 0 or AB42AB40IT > 1,,,,,
d1c-ivp-m-071,071,Error,d1c,I,DXOTHCSF,Missingness,DXOTHCSF conditionally missing,"If DXCSFBIO = 0, then DXOTHCSF must be blank","If Q2. DXCSFBIO (Were CSF biomarkers used in the etiologic diagnosis?) = 0 (No), then Q2d. DXOTHCSF (Other CSF biomarker used in diagnosis) must be blank",If DXCSFBIO= 0 and DXOTHCSF is not blank,,"DXCSFBIO, DXOTHCSF",,,
d1c-ivp-c-072,072,Error,d1c,I,DXOTHCSF,Conformity,DXOTHCSF conforms,DXOTHCSF must be blank or 1,Q2d. DXOTHCSF (Other CSF biomarker used in diagnosis) must be blank or 1,IF DXOTHCSF is not blank or DXOTHCSF ne 1,,,,,
d1c-ivp-m-073,073,Error,d1c,I,DXOTHCSFX,Missingness,DXOTHCSFX conditionally present,"If DXOTHCSF =1, then DXOTHCSFX cannot be blank","If Q2d. DXOTHCSF (Other CSF biomarker used in diagnosis) =1 (Yes), then Q2d1. DXOTHCSFX (Other CSF biomarker used in diagnosis - Specify) cannot be blank",If DXOTHCSF =1 and DXOTHCSFX=blank,,"DXOTHCSF, DXOTHCSFX",,,
d1c-ivp-m-074,074,Error,d1c,I,DXOTHCSFX,Missingness,DXOTHCSFX conditionally missing,"If DXOTHCSF ne 1, then DXOTHCSFX must be blank","If Q2d. DXOTHCSF (Other CSF biomarker used in diagnosis) ne 1 (Yes), then Q2d1. DXOTHCSFX (Other CSF biomarker used in diagnosis - Specify) must be blank",If DXOTHCSF ne 1 and DXOTHCSFX is not blank,,"DXOTHCSF, DXOTHCSFX",,,
d1c-ivp-m-075,075,Error,d1c,I,OTHCSFRS,Missingness,OTHCSFRS conditionally present,"If DXOTHCSF =1, then OTHCSFRS cannot be blank","If Q2d. DXOTHCSF (Other CSF biomarker used in diagnosis) =1 (Yes), then Q2d2. OTHCSFRS (Other CSF biomarker result) cannot be blank",If DXOTHCSF =1 and OTHCSFRS=blank,,"DXOTHCSF, OTHCSFRS",,,
